1.000000000000000000e+00 7.540000000000000036e-01
2.000000000000000000e+00 -5.000000000000000000e-01
3.000000000000000000e+00 6.179999999999999938e-01
4.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 2.770000000000000240e-01
6.000000000000000000e+00 1.262999999999999901e+00
7.000000000000000000e+00 -7.000000000000000666e-02
8.000000000000000000e+00 1.461000000000000076e+00
9.000000000000000000e+00 3.399000000000000021e+00
1.000000000000000000e+01 -1.199999999999999956e+00
1.100000000000000000e+01 5.480000000000000426e-01
1.200000000000000000e+01 0.000000000000000000e+00
1.300000000000000000e+01 4.410000000000000031e-01
1.400000000000000000e+01 1.385000000000000009e+00
1.500000000000000000e+01 7.469999999999999973e-01
1.600000000000000000e+01 2.076999999999999957e+00
1.700000000000000000e+01 3.616999999999999993e+00
1.800000000000000000e+01 -1.000000000000000000e+00
1.900000000000000000e+01 5.020000000000000018e-01
2.000000000000000000e+01 2.000000000000000042e-02
2.100000000000000000e+01 0.000000000000000000e+00
2.200000000000000000e+01 0.000000000000000000e+00
2.300000000000000000e+01 0.000000000000000000e+00
2.400000000000000000e+01 0.000000000000000000e+00
2.500000000000000000e+01 0.000000000000000000e+00
2.600000000000000000e+01 0.000000000000000000e+00
2.700000000000000000e+01 0.000000000000000000e+00
2.800000000000000000e+01 0.000000000000000000e+00
2.900000000000000000e+01 0.000000000000000000e+00
3.000000000000000000e+01 0.000000000000000000e+00
3.100000000000000000e+01 2.999999999999999889e-01
3.200000000000000000e+01 1.199999999999999956e+00
3.300000000000000000e+01 8.100000000000000533e-01
3.400000000000000000e+01 2.020999999999999908e+00
3.500000000000000000e+01 3.365000000000000213e+00
3.600000000000000000e+01 -1.000000000000000000e+00
